Data as of,Start week,End Week,Group,State,Indicator,COVID Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID Deaths,Influenza Deaths,"Pneumonia, Influenza, and COVID Deaths",Footnote
05/12/2020,02/29/2020,02/29/2020,By week,Vermont,Week-ending,0,137,1.1,12,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/07/2020,03/07/2020,By week,Vermont,Week-ending,0,134,1.1,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/14/2020,03/14/2020,By week,Vermont,Week-ending,0,140,1.23,11,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/21/2020,03/21/2020,By week,Vermont,Week-ending,,134,0.9,10,,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/28/2020,03/28/2020,By week,Vermont,Week-ending,,106,1.13,14,,0,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/04/2020,04/04/2020,By week,Vermont,Week-ending,,146,1.05,13,,0,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/11/2020,04/11/2020,By week,Vermont,Week-ending,,109,1.06,,,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/18/2020,04/18/2020,By week,Vermont,Week-ending,,128,1.06,11,,0,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/25/2020,04/25/2020,By week,Vermont,Week-ending,11,120,0.84,,,0,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/02/2020,05/02/2020,By week,Vermont,Week-ending,,96,0.51,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/09/2020,05/09/2020,By week,Vermont,Week-ending,0,53,0,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/01/2020,02/01/2020,By week,Virginia,Week-ending,0,1419,1.08,73,0,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/08/2020,02/08/2020,By week,Virginia,Week-ending,0,1521,0.94,62,0,11,73,
05/12/2020,02/15/2020,02/15/2020,By week,Virginia,Week-ending,0,1376,1.03,58,0,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/22/2020,02/22/2020,By week,Virginia,Week-ending,0,1437,0.99,71,0,,76,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/29/2020,02/29/2020,By week,Virginia,Week-ending,0,1382,1.05,63,0,17,80,
05/12/2020,03/07/2020,03/07/2020,By week,Virginia,Week-ending,0,1471,1.03,73,0,,80,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/14/2020,03/14/2020,By week,Virginia,Week-ending,,1416,1.06,64,0,18,83,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/21/2020,03/21/2020,By week,Virginia,Week-ending,,1438,1.07,70,,,79,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/28/2020,03/28/2020,By week,Virginia,Week-ending,25,1497,1.06,98,,,127,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/04/2020,04/04/2020,By week,Virginia,Week-ending,48,1427,1.15,101,20,,135,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/11/2020,04/11/2020,By week,Virginia,Week-ending,85,1565,1.09,128,28,,188,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/18/2020,04/18/2020,By week,Virginia,Week-ending,159,1474,1.06,128,54,,235,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/25/2020,04/25/2020,By week,Virginia,Week-ending,128,1377,0.78,101,41,,189,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/02/2020,05/02/2020,By week,Virginia,Week-ending,61,998,0.26,61,22,,101,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/09/2020,05/09/2020,By week,Virginia,Week-ending,12,339,0,12,,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/01/2020,02/01/2020,By week,Washington,Week-ending,0,1195,0.99,71,0,,78,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/08/2020,02/08/2020,By week,Washington,Week-ending,0,1164,0.99,69,0,,76,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/15/2020,02/15/2020,By week,Washington,Week-ending,0,1173,0.91,84,0,11,95,
05/12/2020,02/22/2020,02/22/2020,By week,Washington,Week-ending,0,1108,0.96,66,0,,71,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/29/2020,02/29/2020,By week,Washington,Week-ending,,1129,1.02,79,,,90,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/07/2020,03/07/2020,By week,Washington,Week-ending,19,1198,1,98,13,16,119,
05/12/2020,03/14/2020,03/14/2020,By week,Washington,Week-ending,26,1156,1.04,88,16,,106,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/21/2020,03/21/2020,By week,Washington,Week-ending,59,1208,1.08,118,25,16,167,
05/12/2020,03/28/2020,03/28/2020,By week,Washington,Week-ending,115,1278,1.16,163,56,,229,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/04/2020,04/04/2020,By week,Washington,Week-ending,150,1277,1.1,157,81,,234,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/11/2020,04/11/2020,By week,Washington,Week-ending,128,1267,1.06,132,77,0,183,
05/12/2020,04/18/2020,04/18/2020,By week,Washington,Week-ending,98,1184,0.91,115,55,,162,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/25/2020,04/25/2020,By week,Washington,Week-ending,51,980,0.44,69,23,0,97,
05/12/2020,05/02/2020,05/02/2020,By week,Washington,Week-ending,10,458,0.03,30,,0,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/09/2020,05/09/2020,By week,Washington,Week-ending,0,32,0,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/01/2020,02/01/2020,By week,West Virginia,Week-ending,0,469,1.01,30,0,,32,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/08/2020,02/08/2020,By week,West Virginia,Week-ending,0,476,1.01,34,0,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/15/2020,02/15/2020,By week,West Virginia,Week-ending,0,471,0.99,35,0,,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/22/2020,02/22/2020,By week,West Virginia,Week-ending,0,461,1.03,25,0,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/29/2020,02/29/2020,By week,West Virginia,Week-ending,0,448,1.07,41,0,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/07/2020,03/07/2020,By week,West Virginia,Week-ending,0,481,1.04,29,0,,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/14/2020,03/14/2020,By week,West Virginia,Week-ending,0,468,1.01,35,0,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/21/2020,03/21/2020,By week,West Virginia,Week-ending,0,465,1,35,0,,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/28/2020,03/28/2020,By week,West Virginia,Week-ending,,473,0.87,26,0,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/04/2020,04/04/2020,By week,West Virginia,Week-ending,,413,0.93,39,0,,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/11/2020,04/11/2020,By week,West Virginia,Week-ending,,425,0.5,41,,,50,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/18/2020,04/18/2020,By week,West Virginia,Week-ending,,229,0.22,14,,0,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/25/2020,04/25/2020,By week,West Virginia,Week-ending,,95,0.01,11,,0,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/02/2020,05/02/2020,By week,West Virginia,Week-ending,,,0,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/09/2020,05/09/2020,By week,West Virginia,Week-ending,0,0,0,0,0,0,0,
05/12/2020,02/01/2020,02/01/2020,By week,Wisconsin,Week-ending,0,1175,0.94,64,0,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/08/2020,02/08/2020,By week,Wisconsin,Week-ending,0,1050,1.01,53,0,,58,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/15/2020,02/15/2020,By week,Wisconsin,Week-ending,0,1123,1.07,75,0,12,87,
05/12/2020,02/22/2020,02/22/2020,By week,Wisconsin,Week-ending,0,1156,1.1,57,0,14,71,
05/12/2020,02/29/2020,02/29/2020,By week,Wisconsin,Week-ending,0,1132,1.07,54,0,16,70,
05/12/2020,03/07/2020,03/07/2020,By week,Wisconsin,Week-ending,0,1111,1.04,62,0,15,77,
05/12/2020,03/14/2020,03/14/2020,By week,Wisconsin,Week-ending,0,1103,1.05,56,0,32,88,
05/12/2020,03/21/2020,03/21/2020,By week,Wisconsin,Week-ending,,1103,1.06,71,,19,94,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/28/2020,03/28/2020,By week,Wisconsin,Week-ending,18,1137,1.17,73,,13,103,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/04/2020,04/04/2020,By week,Wisconsin,Week-ending,74,1206,1.09,89,10,,160,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/11/2020,04/11/2020,By week,Wisconsin,Week-ending,72,1144,1.06,74,14,,139,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/18/2020,04/18/2020,By week,Wisconsin,Week-ending,69,1105,0.93,50,,,111,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/25/2020,04/25/2020,By week,Wisconsin,Week-ending,39,931,0.76,51,,0,88,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/02/2020,05/02/2020,By week,Wisconsin,Week-ending,24,756,0.22,33,,0,55,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/09/2020,05/09/2020,By week,Wisconsin,Week-ending,,224,0,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/01/2020,02/01/2020,By week,Wyoming,Week-ending,0,94,1.1,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/08/2020,02/08/2020,By week,Wyoming,Week-ending,0,97,0.82,13,0,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/15/2020,02/15/2020,By week,Wyoming,Week-ending,0,75,1.08,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/22/2020,02/22/2020,By week,Wyoming,Week-ending,0,101,1.15,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/29/2020,02/29/2020,By week,Wyoming,Week-ending,0,100,0.89,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/07/2020,03/07/2020,By week,Wyoming,Week-ending,0,80,0.89,10,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/14/2020,03/14/2020,By week,Wyoming,Week-ending,0,85,1.25,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/21/2020,03/21/2020,By week,Wyoming,Week-ending,0,117,0.94,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/28/2020,03/28/2020,By week,Wyoming,Week-ending,0,87,1.41,,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/04/2020,04/04/2020,By week,Wyoming,Week-ending,0,121,1.14,10,0,0,10,
05/12/2020,04/11/2020,04/11/2020,By week,Wyoming,Week-ending,,100,1.01,,0,0,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/18/2020,04/18/2020,By week,Wyoming,Week-ending,,84,0.93,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/25/2020,04/25/2020,By week,Wyoming,Week-ending,,80,0.49,10,,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/02/2020,05/02/2020,By week,Wyoming,Week-ending,0,39,0.13,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/09/2020,05/09/2020,By week,Wyoming,Week-ending,0,11,0,0,0,0,0,
05/12/2020,02/01/2020,02/01/2020,By week,Puerto Rico,Week-ending,0,570,0.93,75,0,,80,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/08/2020,02/08/2020,By week,Puerto Rico,Week-ending,0,572,0.9,88,0,,93,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/15/2020,02/15/2020,By week,Puerto Rico,Week-ending,0,542,0.79,75,0,,81,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/22/2020,02/22/2020,By week,Puerto Rico,Week-ending,0,474,0.63,67,0,,69,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/29/2020,02/29/2020,By week,Puerto Rico,Week-ending,0,364,0.53,52,0,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/07/2020,03/07/2020,By week,Puerto Rico,Week-ending,0,328,0.67,55,0,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/14/2020,03/14/2020,By week,Puerto Rico,Week-ending,0,399,0.93,45,0,,48,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/21/2020,03/21/2020,By week,Puerto Rico,Week-ending,,541,0.86,77,,,80,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/28/2020,03/28/2020,By week,Puerto Rico,Week-ending,11,495,0.81,75,,,80,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/04/2020,04/04/2020,By week,Puerto Rico,Week-ending,18,438,0.8,68,,0,77,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/11/2020,04/11/2020,By week,Puerto Rico,Week-ending,19,442,0.68,64,,0,74,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/18/2020,04/18/2020,By week,Puerto Rico,Week-ending,15,365,0.48,46,,,55,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/25/2020,04/25/2020,By week,Puerto Rico,Week-ending,12,254,0.2,34,,,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/02/2020,05/02/2020,By week,Puerto Rico,Week-ending,,110,0.01,18,,,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/09/2020,05/09/2020,By week,Puerto Rico,Week-ending,,,0,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
